region,date,dis,id,catg,target
101,29/7/1978,60,14063,11,0
311,7/12/2016,63,1887,11,0
105,28/8/1985,69,14283,11,0
302,3/8/2012,62,21743,11,1
311,18/5/2016,63,11182,11,0
303,20/2/2006,62,7803,11,0
311,24/5/2010,63,23084,11,0
104,3/12/2016,69,11709,11,0
303,12/11/1992,62,3167,11,0
372,26/9/2009,63,15760,11,0
301,30/1/2004,62,18592,11,0
101,14/12/1992,60,8561,11,0
307,7/9/2015,62,16169,11,0
306,15/7/1992,63,15359,11,0
103,5/4/2007,69,22497,11,0
305,6/1/2012,62,21217,11,0
312,27/2/2017,63,23140,11,0
304,14/12/2016,62,2212,11,0
104,15/2/2007,69,4808,11,0
301,21/10/2015,62,624,11,0
101,12/3/2015,60,20335,11,1
104,18/5/2012,69,10545,11,0
101,15/4/2009,60,12988,11,0
104,14/10/1980,69,21435,11,0
309,1/12/2016,62,9043,11,0
107,9/10/2014,69,10580,11,0
311,17/2/2016,63,6271,11,0
311,30/12/2016,63,21500,11,1
101,12/6/2007,60,16126,11,0
107,31/10/2011,69,1190,11,0
103,26/9/2009,69,12753,11,0
312,13/6/2015,63,12954,11,0
107,10/1/2008,69,19827,11,0
304,28/3/2000,62,13524,11,0
101,24/2/2015,60,11796,11,0
312,28/11/2006,63,12098,51,0
303,25/4/2012,62,22545,11,0
311,14/3/2015,63,11760,11,0
103,18/4/2014,69,337,11,0
101,12/6/2001,60,19958,11,0
101,11/10/1977,60,17223,11,0
312,6/12/2010,63,15296,11,0
104,28/8/2010,69,1151,11,0
101,4/7/2015,60,2678,11,0
107,5/2/1977,69,6562,11,0
101,6/4/1999,60,1534,11,0
306,10/4/2014,63,12625,11,0
304,3/9/2013,62,15057,11,0
310,30/6/2003,62,20514,11,0
104,22/10/2007,69,10066,11,0
104,2/8/1993,69,9126,11,0
301,19/4/2016,62,22431,11,0
103,29/1/1996,69,13918,11,0
101,7/12/2011,60,1187,11,0
104,23/6/2015,69,440,11,0
311,17/9/2015,63,6540,11,0
310,27/8/1996,62,22866,11,0
107,7/2/1991,69,2692,11,0
303,30/9/2013,62,12565,11,0
301,6/4/2013,62,6288,11,0
105,17/1/2008,69,13486,11,0
101,13/7/2009,60,10716,11,0
101,17/8/1979,60,9160,11,1
104,12/5/1998,69,6523,11,0
311,28/11/2003,63,16192,11,0
101,9/11/2017,60,9583,11,0
311,20/7/2016,63,14673,11,0
107,18/12/1995,69,13665,11,0
101,19/10/1998,60,22422,11,0
303,27/1/2014,62,14775,11,0
101,2/6/2009,60,6889,11,0
103,18/10/1995,69,7225,11,0
304,22/9/2011,62,4117,11,0
304,23/4/2016,62,1385,11,0
310,6/3/2017,62,17557,11,0
101,23/5/2017,60,22072,11,0
107,30/6/2004,69,18140,11,0
307,29/5/1998,62,20686,11,0
303,26/8/2010,62,13748,11,0
312,21/8/2017,63,15510,11,0
301,26/9/2005,62,3583,11,0
313,4/7/2011,63,4818,11,0
311,26/12/2007,63,4208,11,0
310,10/1/2013,62,151,11,0
303,5/6/2017,62,14969,11,0
101,27/10/1997,60,14929,11,0
311,23/12/2016,63,20031,11,0
303,27/12/1993,62,14495,11,0
104,20/2/2017,69,13733,11,0
101,11/11/1996,60,14692,11,0
101,25/8/1981,60,3214,11,0
103,15/10/2010,69,2593,11,0
303,29/7/1997,62,18725,11,0
101,30/3/2015,60,22827,11,0
103,6/10/2011,69,13323,11,0
309,6/5/1981,62,2993,11,0
379,28/8/2007,63,2700,11,0
103,31/5/2007,69,21655,11,0
103,23/11/2016,69,7409,11,0
301,1/10/2009,62,16754,11,0
101,10/4/2018,60,6033,11,0
311,30/5/2016,63,9912,11,0
307,7/5/2013,62,14960,11,0
309,15/7/1998,62,15655,11,0
306,10/2/2004,63,13384,11,0
306,16/1/2018,63,8160,11,0
301,31/12/1998,62,17001,11,0
301,25/10/2016,62,7361,11,0
107,26/4/1995,69,13654,11,0
303,16/3/2011,62,4706,11,0
371,5/4/2012,62,9421,11,0
311,8/10/2015,63,14541,11,0
107,19/11/2010,69,1023,11,0
302,7/12/2015,62,11955,11,0
101,6/1/2009,60,7176,11,0
104,22/10/2011,69,13042,11,0
107,20/5/2005,69,8277,11,0
103,22/12/2015,69,8675,11,1
101,30/3/2016,60,7228,11,0
302,21/7/1980,62,4575,11,0
101,15/11/1983,60,165,11,1
311,6/5/1987,63,6830,11,0
310,23/8/2011,62,16388,11,0
101,5/11/1977,60,3359,11,0
107,2/12/2009,69,18179,11,0
311,27/5/1997,63,5030,11,0
312,4/3/2013,63,21839,11,0
103,14/7/2007,69,20824,11,0
310,31/3/1993,62,5086,11,1
101,5/2/2016,60,3856,11,0
101,1/11/1999,60,1256,11,0
301,24/8/2007,62,10244,11,0
311,25/11/1991,63,9969,11,0
371,30/12/2011,62,11251,11,0
101,17/4/1980,60,3540,11,0
101,6/3/2009,60,2582,11,0
379,24/11/2010,63,10184,11,0
301,9/1/2013,62,7278,11,0
311,11/3/2014,63,17442,11,0
107,11/8/2009,69,21005,11,0
311,21/1/2015,63,20613,11,0
311,27/5/2014,63,12312,11,0
312,19/5/2016,63,22612,11,0
105,24/6/2016,69,3717,11,0
101,29/6/1993,60,21749,11,1
306,3/10/2016,63,15242,11,0
104,7/12/2005,69,2590,11,0
101,17/5/2008,60,7634,11,0
107,18/2/2014,69,11269,11,0
301,30/11/2004,62,17126,11,0
107,10/2/1998,69,22085,11,0
101,5/11/2015,63,16566,11,0
310,31/8/2013,62,5249,11,0
101,4/5/2012,60,10235,11,0
311,27/1/2011,63,15908,11,0
103,2/5/1988,69,15599,11,0
307,16/9/2014,62,11907,11,0
107,30/9/2013,69,6086,11,0
307,23/3/1999,62,13801,11,0
101,16/2/2007,63,5467,11,0
311,9/1/2017,63,7940,11,0
311,31/12/1998,63,20463,11,0
101,10/8/1987,60,4432,11,1
101,18/11/2004,60,11273,11,0
301,4/3/2014,62,5139,11,0
311,17/10/2014,63,21019,11,0
101,8/10/2012,60,10054,11,0
311,23/10/2015,63,6103,11,0
306,25/10/1988,63,20543,11,0
306,26/5/2005,63,22310,11,0
309,21/7/2016,62,15006,11,0
104,6/1/2014,69,6630,11,0
107,15/5/2002,69,22423,11,1
306,6/7/2007,63,20534,11,0
101,21/10/1991,60,12405,11,0
101,23/5/2016,60,2661,11,0
301,27/6/2009,62,8488,11,0
206,9/7/2014,69,20736,11,0
302,12/5/2008,62,2980,11,0
303,24/6/1998,62,16137,11,0
101,19/8/2011,60,9344,11,0
104,21/10/2016,69,3297,11,0
302,15/2/2016,62,10239,11,0
104,5/8/2009,69,2075,11,0
103,27/5/2008,69,13319,11,0
101,10/11/2014,60,16993,11,0
308,27/8/2010,63,9581,11,0
303,25/10/2016,62,20935,11,0
303,19/8/2010,62,5627,11,0
101,22/6/1992,60,10904,11,0
101,22/2/2000,60,16121,11,1
101,4/5/2001,60,15291,11,0
304,1/10/2007,62,18988,11,0
303,2/6/2015,62,22697,11,0
101,14/6/2013,60,5171,11,0
103,16/3/2013,69,10767,11,0
312,15/11/1991,63,14454,11,1
101,16/8/2007,60,4190,11,0
307,24/4/2000,62,12768,11,0
101,14/2/2009,60,18458,11,0
371,21/6/2011,62,10626,11,0
311,16/1/2017,63,4425,11,0
107,16/12/1991,69,19853,11,0
311,31/5/2011,63,14557,11,0
309,26/12/1986,62,14362,11,0
302,6/9/2013,62,5520,11,0
101,22/12/2016,60,6665,11,0
301,22/10/2015,62,1340,11,0
312,3/7/2007,63,5434,11,0
105,18/12/2000,69,7221,11,0
101,24/9/2010,60,20755,11,0
104,15/7/2014,69,11526,11,0
104,12/4/2008,69,8056,11,0
312,24/6/2014,63,12040,11,0
101,21/5/2011,60,14433,11,0
106,14/9/2012,69,11874,11,0
101,23/9/2014,60,21202,11,0
104,18/6/2015,69,16773,11,0
107,1/8/2013,69,22312,11,0
107,23/12/2011,69,17988,11,0
104,19/11/1999,69,5810,11,0
104,20/2/2009,69,3620,11,0
313,5/2/1993,63,5056,11,0
301,5/4/2012,62,547,11,0
303,17/1/1979,62,10002,11,0
311,8/4/2010,63,16109,11,0
308,5/11/2015,63,22649,11,0
306,23/9/2013,63,20175,11,0
101,27/12/2009,60,17861,11,0
311,19/8/1998,63,19809,11,0
107,17/12/2014,69,6069,11,1
307,16/7/2014,62,11409,11,0
101,27/4/2015,60,581,11,0
306,23/9/2015,63,727,11,0
301,11/9/1991,62,14138,11,0
107,12/12/2011,69,21087,11,0
104,28/12/2007,69,14753,11,0
101,18/11/2004,60,1070,11,0
309,7/9/1998,62,16592,11,1
104,28/11/1983,69,12297,11,0
301,22/12/2003,62,4105,11,0
103,25/11/2016,69,5318,11,0
305,14/6/1977,62,2117,11,0
103,15/4/2009,69,17206,51,0
101,25/2/2009,60,15089,11,0
101,15/8/2010,60,13069,11,0
310,19/6/1987,62,5068,11,0
311,6/6/1995,63,15349,11,0
101,23/8/1995,60,3939,11,0
302,17/2/2010,62,2336,11,0
303,13/1/2017,62,2501,11,0
103,13/11/2017,69,18629,11,0
101,7/3/2008,60,8045,11,0
372,25/4/2017,63,22117,11,0
104,23/6/1988,69,4211,11,0
313,29/12/2013,63,22358,11,0
313,22/6/2009,63,17956,11,0
104,30/11/2016,69,6905,11,0
371,5/12/2011,62,10889,11,0
107,16/12/2016,69,23126,11,0
310,25/4/2015,62,9058,11,0
107,19/3/2014,69,2558,11,0
101,23/3/2011,63,22268,11,0
104,21/5/2015,69,23204,11,0
306,27/4/1993,63,14684,11,0
101,12/10/2010,60,11723,11,0
306,4/5/2011,63,18869,11,0
104,28/12/1995,69,12326,11,0
104,31/7/2012,69,14375,11,0
311,8/5/2015,63,11784,11,0
107,1/2/2016,69,10799,11,0
301,10/6/1983,62,19208,11,0
307,29/9/1977,62,12656,11,0
307,8/6/2015,62,12223,11,0
313,6/11/2013,63,16316,11,0
103,21/12/2015,69,18114,11,0
107,3/11/2009,69,4305,11,0
312,21/3/2016,63,11810,12,0
301,31/3/1979,62,13899,11,0
105,17/10/1983,69,22377,11,0
306,26/8/2017,63,21499,11,0
107,28/3/2011,69,15005,11,0
101,2/9/2015,60,16747,11,0
101,16/8/2011,60,986,11,0
311,10/5/2011,63,4124,11,0
312,18/6/1993,63,13994,11,0
306,30/5/1990,63,1293,11,0
104,14/7/2014,69,10378,11,0
307,7/4/2011,62,15538,11,0
107,8/7/1980,69,8802,11,0
308,2/12/2016,63,11412,11,0
104,16/11/2015,69,1697,11,0
302,8/4/2015,62,15569,11,0
309,14/8/2007,62,2613,11,0
107,17/9/2011,69,19606,11,0
305,19/8/2016,62,1856,11,0
103,17/3/2007,69,20607,11,0
107,24/9/2016,69,10883,11,0
103,8/1/2009,69,1102,11,0
304,21/10/1978,62,9719,11,0
101,23/10/2017,60,20105,11,0
379,15/9/2012,63,7385,11,0
372,5/8/2009,63,15864,11,0
101,31/8/2012,60,5082,11,0
311,28/12/2013,63,9861,11,0
107,2/4/2013,69,195,11,0
101,28/1/2014,60,23431,11,0
101,8/11/2004,60,5618,11,0
306,20/5/2010,63,21209,11,0
379,6/2/2015,63,21537,11,0
303,30/7/2007,62,1605,11,0
301,5/11/1984,62,19252,11,0
101,21/11/2008,60,4171,11,0
104,9/6/2014,69,2826,11,0
101,16/2/2015,60,12248,11,0
309,12/4/2010,62,16871,12,0
101,2/12/1992,60,2313,11,0
101,6/11/2012,60,16801,11,0
311,30/12/1997,63,9501,11,0
101,1/10/2009,60,15192,11,0
104,12/5/2017,69,9565,11,0
104,14/6/1994,69,16080,11,0
101,9/11/2016,60,871,11,0
104,21/10/2016,69,15023,11,0
309,8/6/1994,62,3161,11,0
101,31/5/1977,60,12121,11,0
101,11/6/2010,60,23387,11,0
371,22/10/2014,62,16591,11,0
379,9/8/2014,63,5075,11,0
371,19/9/2006,62,11136,11,0
312,19/1/2018,63,5429,11,0
101,6/11/2013,60,15828,11,0
101,16/12/1981,60,11531,11,0
101,8/10/2008,60,8219,11,0
107,25/12/2012,69,9123,11,0
101,24/9/2013,63,13929,11,0
311,15/1/2015,63,5814,11,0
101,1/9/2016,60,6497,11,0
372,22/1/1980,63,823,11,0
101,1/4/2010,60,12008,11,0
371,1/9/2012,62,11778,11,0
313,14/11/2017,63,3387,11,0
311,6/7/1999,63,6683,11,0
311,28/12/2010,63,18744,11,1
307,31/10/2013,62,8439,11,0
302,30/7/2010,62,6903,11,0
101,31/12/1994,60,17944,11,0
103,17/11/2016,69,3242,11,0
313,15/9/2012,63,13786,11,0
308,28/9/2012,63,9285,11,0
309,6/12/2017,62,17563,11,0
101,23/10/1980,60,17719,11,0
306,30/6/1997,63,21207,11,0
103,12/8/2010,69,17828,11,0
107,19/11/2015,69,5097,11,0
101,12/7/2010,60,22323,11,0
107,11/10/2002,69,9525,11,0
101,20/10/1981,60,17125,11,0
306,8/12/2012,63,14016,11,0
313,27/10/1989,63,10654,11,0
311,2/10/1996,63,2132,11,0
106,10/1/2011,69,19870,11,1
309,7/2/2011,62,7314,11,0
107,15/5/2012,69,8230,11,1
103,20/2/2015,69,18932,11,0
303,7/11/2017,62,17842,11,0
301,13/3/2012,62,19082,11,0
371,30/3/2017,62,3759,11,0
107,10/8/2016,69,11192,11,0
310,10/4/2018,62,9078,11,0
301,26/1/1983,62,13389,11,0
306,15/4/2017,63,22095,11,0
101,18/4/2015,60,21744,11,0
104,14/11/2016,69,9173,11,0
104,21/3/2016,69,22889,11,0
101,24/4/2008,60,13238,11,0
107,28/12/2015,69,5596,11,0
306,25/5/2012,63,20382,11,0
101,6/10/1999,60,20428,11,0
103,14/11/1985,69,16362,11,0
311,16/9/2017,63,11317,11,0
306,30/9/2003,63,1289,11,0
312,21/3/2013,63,19969,11,0
399,29/11/2001,63,4679,11,0
101,17/5/1980,60,1324,11,0
104,10/7/1995,69,837,11,0
101,14/8/2009,60,10209,11,0
101,19/11/2013,60,8601,11,0
302,3/6/2010,62,4598,11,0
302,14/10/2010,62,3862,11,0
101,11/3/2008,60,9384,11,0
311,22/4/2017,63,14448,11,0
311,5/4/1988,63,18893,11,0
306,27/4/2009,63,2104,11,0
103,22/12/1997,69,9065,11,0
104,18/6/2010,69,13534,11,0
101,19/11/1990,60,18365,11,0
104,27/12/1980,69,6225,11,0
104,18/4/2017,69,21769,11,0
103,7/2/2007,69,402,12,0
311,15/1/2015,63,18318,11,0
107,21/11/2005,69,8889,11,0
103,16/4/2014,69,8088,11,1
103,13/8/2007,69,3871,11,0
101,3/8/2006,60,16228,11,0
302,18/8/2010,62,7408,11,0
311,9/1/2017,63,15247,11,0
309,19/5/1998,62,20672,11,0
104,27/12/1980,69,8872,11,0
306,28/8/2012,63,3496,11,0
301,24/12/2016,62,16212,11,0
309,7/5/2014,62,10485,11,0
311,23/11/2015,63,3487,11,0
101,20/11/1998,60,2113,11,0
303,16/11/2001,62,14298,11,0
312,28/12/2013,63,21541,11,0
302,28/7/1989,62,5639,11,0
101,6/6/2007,60,11704,11,0
101,16/11/1998,60,6275,11,0
103,5/12/2015,69,16329,11,0
104,13/12/2006,69,8256,11,0
312,29/9/2016,63,7499,11,0
302,29/9/2014,62,2719,11,0
311,25/2/2016,63,5956,11,0
308,18/5/2016,63,12777,11,0
101,28/9/2012,60,11018,11,0
306,5/11/2014,63,1691,11,0
305,26/5/1981,62,14170,11,0
101,12/7/1999,60,15128,11,0
104,30/11/2015,69,8647,11,0
101,8/7/2015,60,3788,11,0
306,8/10/2011,63,3882,11,0
101,7/2/2013,60,3380,11,0
103,10/6/2003,69,4720,11,0
107,27/2/2012,69,10466,11,0
101,21/7/2009,60,20976,11,0
101,30/9/2011,60,5889,11,0
107,3/12/2014,69,22421,11,0
303,27/3/2017,62,18924,11,0
309,3/3/2017,62,16537,11,0
371,11/10/1977,62,3943,12,0
101,23/1/2015,60,3121,11,0
103,19/3/2013,69,8904,11,0
101,29/8/2005,60,4644,11,0
311,12/11/2013,63,1698,11,0
372,26/1/2000,63,11185,11,0
302,1/12/2003,62,9922,11,0
101,30/5/1989,60,4864,11,0
101,1/12/1993,60,17176,11,0
101,22/5/2007,60,21211,11,0
104,8/9/2011,69,4492,11,0
310,20/6/2013,62,184,11,0
103,10/6/1998,69,11625,11,1
107,28/8/2012,69,17963,11,0
303,11/11/2008,62,21616,11,0
301,12/8/2009,62,20863,11,0
303,3/4/2015,62,4455,11,0
101,31/7/2013,60,16842,11,0
106,2/5/1985,69,14840,11,0
311,24/10/2017,63,7142,11,0
301,31/10/2011,62,9036,11,0
312,19/3/2018,63,20068,11,0
105,27/4/2004,69,9397,11,0
311,20/6/2016,63,644,11,1
372,7/2/2017,63,18925,11,0
101,26/12/2008,60,11054,11,0
107,20/5/2005,69,3041,11,0
103,13/10/2015,69,3658,11,0
301,28/5/1999,62,20798,11,0
305,7/1/2014,62,8144,11,0
206,21/10/2011,69,17999,11,0
101,15/4/2011,60,7838,11,0
311,16/10/2015,63,17848,11,0
106,17/7/2013,69,15181,11,0
101,23/4/2013,60,659,11,0
103,24/12/2004,69,20103,11,0
301,14/5/1981,62,896,11,0
311,3/4/2014,63,20754,11,1
301,23/6/2016,62,22657,11,0
101,6/4/2012,60,3557,11,0
303,11/2/2008,62,6150,11,0
107,18/1/2017,69,5839,11,0
107,7/11/2007,69,6354,11,1
104,19/7/2013,69,9748,11,0
310,16/5/2016,62,9281,11,0
310,14/5/2001,62,5864,11,0
307,17/4/2012,62,22787,11,0
107,3/11/2014,69,4498,11,0
101,4/3/1978,60,16725,11,0
310,21/9/2012,62,17814,11,0
301,30/8/2013,62,23137,11,1
107,9/7/2010,69,22718,11,0
303,9/6/2016,62,2357,11,0
301,14/10/2014,62,21172,11,0
103,3/11/2013,69,8973,11,0
310,18/11/2014,62,8865,11,0
301,8/12/1997,62,19840,11,0
311,30/9/2016,63,17588,11,0
101,28/3/2015,60,23072,11,0
303,2/3/2013,62,12818,11,0
101,28/3/2018,63,4341,11,0
306,15/7/2009,63,18581,11,0
107,18/6/2014,69,21442,11,0
104,8/9/2012,69,21391,11,0
101,12/3/2015,60,4180,12,0
103,24/5/2017,69,7863,12,0
103,27/4/2015,69,5306,11,1
302,5/6/2015,62,21469,11,0
103,11/6/2010,69,3807,11,0
312,29/7/2017,63,5656,11,0
304,23/4/2016,62,18110,11,0
302,11/12/2013,62,18267,11,0
104,14/5/2011,69,14176,11,0
103,17/11/2012,69,11067,11,0
301,29/11/2017,62,19310,11,0
311,12/1/2017,63,2114,11,0
304,17/1/2013,62,3006,11,0
101,8/4/2014,60,1884,11,0
311,14/5/2011,63,6744,11,0
101,24/12/2007,60,9777,11,0
101,23/6/2014,60,21974,11,0
311,12/10/1990,63,23430,11,0
306,27/2/2014,63,1847,11,0
311,17/11/1993,63,7432,11,0
307,10/12/1985,62,9582,11,1
301,16/3/2001,62,15180,11,0
105,8/9/1999,69,19359,11,0
101,11/11/1983,60,6990,11,0
101,24/3/2014,60,15919,11,0
101,19/5/2011,60,13601,11,0
307,29/10/2007,62,1973,11,0
304,30/11/1995,62,4186,11,0
301,26/6/2013,62,17296,11,0
101,29/3/1977,60,21022,11,0
312,22/12/2016,63,601,11,0
103,21/5/1993,69,10356,11,0
101,20/7/2011,60,10673,11,0
101,15/5/2013,60,11151,11,0
303,22/10/2013,62,17810,11,0
305,22/6/1978,62,14560,11,0
107,9/3/1978,69,69,11,0
101,31/12/1982,60,7111,11,0
101,5/10/1998,60,14070,11,0
312,3/10/2014,63,3905,11,0
301,23/2/2018,62,16202,11,0
104,16/1/2014,69,21564,11,0
104,20/12/2008,69,20440,11,0
307,21/1/2014,62,19526,11,0
309,27/7/2010,62,20345,11,0
309,30/9/1983,62,11750,11,0
309,12/10/2015,62,19107,11,0
311,20/6/2013,63,6220,11,0
306,26/3/1986,63,104,11,0
101,30/4/1980,60,8447,11,0
371,10/9/2012,62,22709,11,0
309,20/9/2011,62,2461,51,0
101,1/10/2010,60,13752,11,0
101,16/2/2008,60,15559,11,0
101,26/12/2007,60,6082,11,0
101,2/12/2003,60,7880,11,0
307,21/9/2011,62,13481,11,0
101,9/5/2008,63,12510,11,0
311,28/9/2011,63,6016,11,0
101,9/3/2012,60,4136,11,0
301,25/9/1992,62,14117,51,1
101,12/11/2010,60,6580,11,0
107,14/5/2013,69,17424,11,0
103,21/12/2016,69,290,11,0
104,2/5/2007,69,5066,11,0
379,25/9/2010,63,13404,11,0
104,28/1/2013,69,370,11,1
101,17/9/2012,60,19598,11,0
107,13/9/2008,69,3403,11,0
104,5/5/2014,69,17088,11,0
101,20/12/2013,60,6442,11,0
103,29/11/2011,69,2725,11,0
107,15/9/2017,69,8733,11,0
101,11/4/1997,60,5092,11,0
310,2/8/2016,62,11519,11,0
371,31/10/1985,62,443,12,0
103,16/12/2015,69,22941,11,0
101,15/12/1995,60,21827,11,0
101,23/11/2012,60,10744,11,0
312,7/3/2014,63,22735,11,0
303,21/9/2011,62,7442,11,0
304,3/11/2009,62,17699,11,0
303,2/6/2008,62,9035,11,0
101,4/11/1997,60,16101,11,0
312,30/12/1997,63,13740,11,0
101,12/11/2007,60,10729,11,0
104,16/12/2015,69,4162,11,0
310,14/8/2014,62,18445,11,0
101,25/9/2009,60,8169,11,0
311,9/11/2015,63,21186,11,0
107,15/12/1999,69,4910,11,0
101,13/11/2008,60,14747,11,0
311,12/3/2009,63,1149,11,0
311,28/8/2013,63,18606,11,0
311,16/5/2000,63,8469,11,0
311,19/3/2012,63,3615,12,0
101,16/3/1978,60,18419,11,0
311,10/1/2015,63,2532,11,0
101,25/11/2010,60,21024,11,0
103,2/4/2008,69,10495,11,0
313,24/12/2009,63,23358,11,0
101,2/9/2015,60,1946,11,0
101,29/12/1991,60,20692,12,0
104,19/9/2005,69,11935,12,0
101,2/2/2015,60,17987,11,0
311,12/5/2017,63,1898,11,0
301,8/11/2012,62,16265,11,0
302,10/5/2014,62,1465,11,0
104,25/4/2007,69,16639,11,0
101,31/7/1985,60,12104,11,0
101,15/1/2008,60,11258,11,0
103,16/10/2012,69,3994,11,1
302,27/9/1995,62,14970,11,0
101,12/11/1985,60,11395,11,0
303,16/12/2010,62,5385,11,0
303,21/10/2010,62,13755,11,0
104,16/6/2015,69,2670,11,0
101,10/9/2008,60,6046,11,0
103,19/3/2014,69,11971,11,0
304,17/2/2015,62,10262,11,0
101,14/6/2011,60,14978,11,0
308,11/9/2014,63,4502,11,0
103,10/1/2007,69,13934,11,0
107,2/12/2013,69,19045,11,0
101,3/4/2008,60,14795,11,0
104,26/12/2011,69,12074,11,0
101,19/9/2011,60,13732,11,0
104,30/4/2014,69,23439,11,0
312,16/10/2014,63,8638,11,0
302,30/1/2015,62,3580,11,0
107,13/10/2012,69,23331,11,0
311,18/11/2013,63,8597,11,0
101,16/6/2006,60,17271,11,0
101,28/9/2005,60,3303,11,0
307,3/12/1982,62,7471,11,1
310,23/9/2011,62,23112,11,0
103,30/8/2001,69,22098,11,0
301,9/12/1996,62,23152,11,0
101,22/6/1981,60,4226,11,0
104,3/3/2015,69,14816,11,0
312,2/6/2014,63,10528,11,0
101,24/2/2015,60,17917,11,0
312,15/7/1992,63,18029,11,0
301,3/4/2018,62,1051,11,0
101,18/10/2007,60,8749,11,0
107,1/12/1994,69,22244,11,0
310,7/3/2017,62,9792,11,0
303,26/2/2009,62,11233,11,0
307,29/3/1980,62,9759,11,0
101,26/5/1979,60,19086,11,0
101,19/11/2014,60,16544,11,0
103,7/9/2011,69,23456,11,0
107,20/11/2015,69,19216,11,0
306,28/5/2012,63,5700,11,0
305,25/12/2013,62,23449,11,0
103,19/9/2014,69,11566,11,0
101,30/9/2011,60,8858,12,0
101,25/12/2014,60,18691,11,0
107,9/5/2017,69,14468,11,0
312,11/12/2017,63,22045,11,0
301,30/8/2017,62,22973,11,0
306,25/12/2000,63,14799,11,0
107,8/12/2015,69,15412,11,0
104,7/8/2012,69,3111,11,0
305,23/5/2011,62,3920,11,0
104,11/8/2011,69,16904,11,0
371,14/1/2008,62,17752,11,0
107,19/9/2011,69,7275,11,1
101,14/3/2017,60,16593,11,0
101,19/4/1980,60,2165,11,0
101,22/10/2013,60,22373,11,0
305,9/10/2012,62,17319,11,0
101,21/2/2017,60,20423,11,0
303,2/7/2012,62,7900,11,0
301,5/10/1982,62,5906,11,0
301,3/2/2015,62,1356,11,0
301,29/4/2013,62,8355,11,0
311,3/12/2013,63,7895,11,0
311,6/9/1990,63,22879,11,0
301,1/1/1997,62,15409,11,0
101,12/3/2009,60,4347,11,0
312,20/8/2008,63,1016,11,0
304,28/7/1989,62,940,11,0
104,7/1/2008,69,22562,11,0
310,6/5/1981,62,6304,11,0
101,28/5/1979,60,4413,11,0
301,26/2/2018,62,1119,11,0
310,28/1/2010,62,14430,11,0
311,12/2/2016,63,16679,11,0
107,28/5/2011,69,9934,11,0
309,9/4/2009,62,18956,11,0
104,29/12/1977,69,17820,11,0
106,31/1/1984,69,18036,51,0
312,26/3/2015,63,16300,11,0
101,25/4/2017,60,20587,11,0
311,10/7/2014,63,6810,11,0
306,28/10/2010,63,22269,11,0
104,21/5/1998,69,15838,11,0
301,22/3/1979,62,14164,11,0
104,26/6/2009,69,14807,11,0
310,30/11/2011,62,9358,11,0
312,4/5/2010,63,786,11,0
101,16/7/2002,60,194,11,0
310,5/9/2012,62,10557,11,0
303,25/5/2016,62,670,11,0
104,9/10/2000,69,18868,11,0
101,17/11/2014,60,16342,11,0
307,18/5/2011,62,14240,11,0
101,8/4/2010,60,8211,11,0
101,27/10/1980,60,17514,11,0
105,12/4/1989,69,17401,11,0
302,14/6/2012,62,17774,11,0
101,14/10/1980,60,18515,11,0
104,18/5/2012,69,23329,11,0
101,23/2/2007,60,23216,11,0
103,10/4/2013,69,692,12,0
104,2/8/2016,69,6481,11,0
101,18/4/2007,60,22645,11,0
371,27/2/2007,62,3585,11,0
107,21/5/2003,69,16036,11,0
101,8/3/2002,60,18943,11,0
101,2/10/2012,60,21843,11,0
301,30/6/2006,62,21890,11,0
103,31/12/2014,69,3345,11,0
311,10/10/2015,63,12226,11,0
306,31/12/2004,63,10802,11,0
101,14/6/2013,60,9203,11,1
101,6/2/2009,60,9977,11,0
303,23/4/2015,62,21761,11,0
304,27/2/2016,62,18393,11,0
311,21/8/1989,63,7891,11,0
107,1/4/2008,69,11900,11,0
313,20/5/2014,63,22387,11,0
301,4/4/2013,62,13856,11,0
101,24/8/2009,60,242,11,0
104,8/1/2007,69,4528,11,0
311,11/5/1999,63,9213,11,0
303,18/8/2011,62,4758,12,0
311,21/3/2017,63,18182,12,0
310,22/5/2008,62,14643,11,0
107,8/3/2016,69,4373,11,0
309,10/12/1985,62,9260,11,0
311,9/3/2017,63,9647,11,0
306,4/2/2016,63,20877,11,0
107,15/4/2015,69,22383,11,0
104,28/4/2014,69,18101,11,0
107,2/12/2014,69,4713,11,0
306,30/7/2002,63,12080,11,0
301,2/2/1978,62,4755,11,0
107,7/5/1993,69,17272,11,0
311,30/8/2014,63,5404,12,0
301,6/5/2014,62,3726,11,0
101,8/6/2012,60,20970,11,0
104,16/12/2016,69,4795,11,0
101,21/12/2015,60,8529,11,0
306,26/11/2013,63,382,11,0
302,26/9/2011,62,13094,11,0
103,16/6/2014,69,846,11,0
101,23/1/1978,60,16430,11,0
306,17/12/1992,63,5476,11,0
107,13/12/1984,69,17887,11,0
101,14/7/2009,60,196,12,0
311,27/9/2016,63,17098,11,0
303,2/11/2006,62,3911,11,0
104,30/1/2014,69,11512,11,0
311,27/11/2013,63,10727,11,0
312,10/12/2014,63,1792,12,0
101,21/1/2009,60,14575,11,0
103,28/10/2013,69,15022,11,0
303,27/9/2010,62,22409,11,0
310,20/4/2017,62,11366,11,0
103,1/6/2013,69,4761,11,0
301,30/11/2007,62,2908,11,0
312,3/6/2014,63,16826,11,0
